ApplicantYears,AnnualEarnings,RequestedSum,TrustMetric,WorkDuration,ActiveAccounts,OfferRate,RepayPeriod,DebtFactor,OwnsProperty,FamilyObligation,JointApplicant,QualificationLevel_High School,QualificationLevel_Master's,QualificationLevel_PhD,WorkCategory_Part-time,WorkCategory_Self-employed,WorkCategory_Unemployed,RelationshipStatus_Married,RelationshipStatus_Single,FundUseCase_Business,FundUseCase_Education,FundUseCase_Home,FundUseCase_Other,RiskFlag
65,33128,92569,499,41,1,21.03,60,0.21,0,0,0,False,False,True,False,False,False,False,True,False,False,False,False,0
61,92160,141253,645,118,2,2.12,12,0.15,1,0,1,True,False,False,False,False,True,False,True,True,False,False,False,0
64,85014,11029,754,15,1,2.79,60,0.58,1,1,0,True,False,False,False,True,False,False,True,False,False,False,True,0
68,26485,173571,538,24,3,19.52,36,0.35,0,0,1,False,True,False,True,False,False,True,False,False,False,False,True,0
38,95736,6273,641,58,1,6.76,60,0.51,1,0,1,False,False,True,True,False,False,False,True,False,False,False,True,0
38,77013,189772,385,46,3,4.9,60,0.39,0,1,1,True,False,False,False,False,True,False,False,True,False,False,False,0
45,108250,37535,396,12,1,13.82,24,0.85,0,0,1,False,True,False,False,True,False,False,True,False,False,True,False,0
21,63640,203358,616,72,3,19.64,36,0.31,1,0,1,False,False,True,False,False,True,False,True,True,False,False,False,0
69,38513,243322,722,96,4,6.27,60,0.6,0,1,0,False,False,False,False,False,False,True,False,True,False,False,False,0
49,41107,37611,364,113,2,22.68,12,0.77,1,0,0,True,False,False,False,False,True,False,False,False,False,False,False,0
44,132585,128632,583,44,4,2.15,36,0.22,1,0,0,False,False,False,False,True,False,True,False,False,False,True,False,0
55,37720,175771,667,102,3,18.85,36,0.14,0,0,0,False,False,False,False,True,False,True,False,False,False,True,False,0
29,101493,194753,354,109,3,3.3,24,0.57,0,1,0,False,True,False,False,False,False,True,False,True,False,False,False,0
25,49001,163961,585,98,3,21.67,36,0.33,1,1,0,True,False,False,False,False,False,False,True,False,False,False,False,0
68,41524,70022,503,73,3,6.72,48,0.54,0,1,1,True,False,False,False,False,True,False,False,True,False,False,False,0
51,143172,153130,584,30,2,15.5,24,0.48,1,1,1,False,False,True,False,False,True,False,True,False,False,False,False,0
59,71285,232806,620,114,1,20.48,24,0.87,0,1,0,False,True,False,False,False,True,True,False,False,False,True,False,0
41,18656,33694,561,14,1,11.94,60,0.84,0,1,0,False,False,False,False,True,False,False,True,False,False,False,True,0
67,56695,67477,589,35,3,8.89,48,0.11,0,1,1,True,False,False,False,False,False,False,False,False,False,False,True,0
23,92551,168438,358,21,1,10.05,60,0.37,1,1,0,False,True,False,False,False,True,True,False,True,False,False,False,0
38,16384,145668,794,88,1,13.67,60,0.45,0,1,1,False,False,False,False,False,True,True,False,False,False,True,False,0
53,141244,114112,467,22,1,10.51,24,0.86,0,0,1,False,False,False,False,False,True,False,False,False,False,False,False,0
60,16065,182324,328,63,4,4.93,24,0.77,0,1,0,True,False,False,False,False,False,False,False,False,False,False,False,0
24,46661,64057,323,0,4,5.31,24,0.4,1,1,0,False,False,False,False,True,False,False,True,False,False,True,False,0
43,69362,187565,554,74,3,17.93,48,0.53,0,1,0,False,False,False,False,False,True,False,False,False,False,True,False,0
62,62847,189304,847,69,4,19.35,48,0.59,0,1,1,False,True,False,True,False,False,False,True,False,False,True,False,0
49,114463,44976,343,85,2,8.44,48,0.34,1,1,0,False,False,True,False,True,False,False,True,True,False,False,False,0
51,136547,169082,349,37,4,5.76,48,0.34,1,0,1,False,False,True,False,True,False,False,True,False,False,False,True,0
63,63925,50408,301,98,3,17.63,36,0.47,1,0,1,False,False,False,False,False,True,True,False,False,False,False,False,0
25,47022,34566,526,7,4,18.62,60,0.53,0,0,1,False,False,True,False,False,True,False,False,False,False,True,False,0
58,24094,149159,638,51,4,16.59,60,0.85,0,1,0,False,False,True,True,False,False,False,False,False,True,False,False,0
68,38951,242298,365,6,4,19.84,60,0.16,1,1,0,True,False,False,False,False,True,False,True,False,False,False,True,0
53,148106,50849,362,42,4,12.97,48,0.67,0,1,1,False,False,False,False,False,False,False,True,False,False,False,False,0
33,37445,77877,436,37,4,14.37,12,0.12,0,0,0,True,False,False,False,True,False,False,True,True,False,False,False,0
48,59320,153813,321,57,1,12.82,48,0.88,1,1,1,False,False,True,True,False,False,False,False,False,False,False,True,0
61,143246,70394,845,70,3,6.09,24,0.82,0,1,0,False,False,True,False,False,False,False,True,False,False,False,False,0
61,56082,39654,626,73,1,9.1,36,0.64,0,0,1,True,False,False,True,False,False,True,False,False,False,False,True,0
56,101485,138753,581,109,1,3.6,12,0.16,0,0,0,False,False,True,False,True,False,True,False,False,False,True,False,0
66,140991,26132,825,43,1,21.21,36,0.85,1,0,1,False,True,False,False,True,False,False,False,False,True,False,False,0
58,25987,39038,725,103,1,22.45,12,0.81,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0
34,56704,236015,300,109,1,14.32,24,0.75,0,1,0,False,True,False,False,True,False,False,True,False,False,False,True,0
24,113767,9525,496,13,1,4.67,24,0.32,0,0,1,False,False,False,False,False,True,False,True,False,True,False,False,0
41,124453,34241,756,53,1,4.42,48,0.64,0,1,1,False,False,True,False,False,True,False,False,True,False,False,False,0
62,81553,140663,330,61,2,16.96,60,0.84,0,1,0,False,False,False,True,False,False,False,False,False,False,False,True,0
24,22577,100568,780,28,2,13.76,12,0.33,0,0,0,False,True,False,False,True,False,True,False,False,False,False,True,0
64,48123,143189,410,78,2,9.72,36,0.83,1,0,1,False,True,False,False,False,False,True,False,False,False,False,False,0
63,25534,180304,583,66,2,8.5,24,0.47,0,1,1,True,False,False,True,False,False,False,True,False,False,False,False,0
51,112897,216797,479,117,2,14.12,60,0.1,0,1,1,False,False,True,False,False,True,True,False,False,False,True,False,0
19,81460,241152,692,4,2,15.47,36,0.26,1,0,1,False,True,False,False,True,False,False,True,False,False,False,False,0
60,100273,242479,441,113,1,14.76,36,0.76,0,1,1,True,False,False,True,False,False,True,False,False,True,False,False,0
18,106093,36985,470,9,3,2.76,60,0.49,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,0
31,103914,38934,335,10,4,19.83,48,0.19,1,0,1,False,True,False,False,False,True,True,False,False,False,False,False,0
29,96138,189924,335,56,1,7.64,48,0.82,1,1,1,False,False,False,False,False,False,False,False,False,True,False,False,0
24,131945,107048,684,67,1,7.55,24,0.15,1,1,0,False,True,False,True,False,False,True,False,False,False,False,False,0
22,64439,17405,413,74,1,24.89,36,0.25,0,0,1,False,False,False,False,False,True,True,False,False,False,False,False,0
20,34345,186732,720,17,3,9.25,48,0.78,0,1,0,True,False,False,True,False,False,False,True,False,False,False,True,0
43,117157,45184,693,91,3,20.64,48,0.71,0,0,1,False,False,False,True,False,False,True,False,False,False,True,False,0
29,127483,28751,549,107,4,17.1,12,0.53,1,0,1,True,False,False,False,False,True,False,False,False,True,False,False,0
68,134434,179618,452,74,4,23.87,48,0.43,1,1,0,True,False,False,True,False,False,True,False,False,False,True,False,0
22,123113,69399,559,98,4,23.63,48,0.58,0,0,1,False,False,True,True,False,False,True,False,False,False,False,True,0
36,89781,166811,772,112,2,10.53,36,0.23,1,0,0,False,False,False,False,False,False,True,False,False,False,False,True,0
55,71058,123967,841,37,4,6.46,36,0.71,0,1,0,False,False,False,False,False,False,True,False,False,False,False,True,0
28,50457,158942,318,118,1,20.36,60,0.76,1,1,0,True,False,False,False,True,False,True,False,False,True,False,False,0
47,129661,78581,647,30,4,13.78,24,0.66,0,1,1,False,False,False,False,False,False,True,False,False,False,True,False,0
68,94116,115121,848,48,3,3.57,36,0.66,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,0
63,73621,132847,823,84,1,22.82,36,0.29,1,0,1,True,False,False,False,False,False,False,False,False,False,False,False,0
42,54194,124212,502,77,1,19.52,48,0.61,0,1,0,False,False,False,False,False,True,False,True,False,True,False,False,0
59,83686,193182,474,86,4,17.67,12,0.51,1,0,0,True,False,False,False,False,True,False,True,False,False,True,False,0
57,122706,201262,789,32,1,22.11,24,0.47,1,1,0,False,True,False,False,True,False,False,False,False,False,False,True,0
38,16493,101926,574,8,2,23.85,12,0.41,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,0
68,116576,95937,556,108,1,4.06,36,0.44,0,0,1,False,False,False,False,False,True,False,False,False,False,False,True,0
44,94835,151621,430,87,4,23.78,48,0.6,1,0,1,False,True,False,False,False,True,False,False,False,False,False,True,0
20,23261,100015,782,85,2,14.73,48,0.31,1,1,0,True,False,False,True,False,False,True,False,False,True,False,False,0
48,136171,151762,311,32,2,11.16,48,0.64,0,0,1,False,False,False,False,False,False,True,False,True,False,False,False,0
51,31810,120657,535,67,3,4.77,12,0.56,0,1,0,False,False,False,False,False,True,False,False,False,False,False,False,0
66,142790,152182,494,79,1,9.16,60,0.45,1,0,0,False,False,False,True,False,False,False,True,False,True,False,False,0
39,74568,203298,721,89,2,11.55,12,0.71,1,0,1,False,True,False,True,False,False,False,True,False,True,False,False,0
48,23047,21472,406,37,2,19.06,48,0.86,0,1,0,False,False,False,False,False,True,False,True,False,False,False,False,0
49,89885,115627,537,35,2,2.33,12,0.39,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,0
40,79393,95187,661,65,2,20.73,36,0.87,1,1,0,True,False,False,False,True,False,True,False,False,True,False,False,0
38,126410,75414,614,35,4,23.51,48,0.42,1,1,0,True,False,False,False,True,False,True,False,False,False,False,False,0
32,49690,36307,796,44,3,19.45,24,0.29,0,1,1,True,False,False,True,False,False,True,False,False,False,False,True,0
51,56508,85631,839,1,4,5.85,48,0.15,0,0,0,True,False,False,False,False,True,False,True,True,False,False,False,0
41,113919,66977,664,83,1,17.53,24,0.88,0,0,1,False,False,True,False,False,True,False,True,False,False,False,True,0
44,84908,69134,349,118,2,7.43,60,0.21,1,0,0,False,False,False,False,False,False,True,False,False,False,True,False,0
37,51748,122026,345,10,2,10.26,36,0.45,0,1,0,False,False,True,False,False,True,True,False,False,False,False,False,0
61,34692,38157,638,33,2,6.32,60,0.83,0,1,0,False,False,True,False,True,False,False,False,False,False,False,True,0
66,88189,163198,340,48,1,15.12,48,0.56,0,1,1,False,True,False,False,False,True,False,True,False,True,False,False,0
62,42699,110144,645,63,4,11.5,60,0.88,0,1,1,False,False,False,False,False,True,True,False,True,False,False,False,0
63,127035,44252,490,115,3,24.36,48,0.85,0,1,0,False,True,False,False,False,True,False,False,False,False,True,False,0
53,72317,83307,404,33,4,17.86,12,0.58,1,0,1,False,False,False,False,False,True,False,False,False,True,False,False,0
69,53557,239096,789,116,2,16.37,60,0.15,1,0,0,False,False,False,False,False,False,False,False,False,True,False,False,0
56,110630,107564,497,81,4,20.17,36,0.44,1,0,1,False,True,False,False,True,False,False,False,False,False,False,False,0
53,101889,184447,584,54,2,2.93,60,0.42,1,0,1,False,False,False,True,False,False,True,False,False,False,True,False,0
39,120390,205789,694,107,3,19.69,36,0.6,1,0,0,False,True,False,False,True,False,True,False,False,False,False,True,0
63,22319,84048,741,4,2,13.77,60,0.82,0,0,1,False,False,True,False,False,True,False,True,False,False,False,False,0
33,46351,120101,671,100,4,21.74,60,0.61,1,1,1,False,True,False,True,False,False,True,False,False,False,True,False,0
55,35455,228298,570,8,1,2.57,12,0.7,1,1,0,True,False,False,False,False,False,False,True,True,False,False,False,0
69,123481,128744,765,95,2,8.21,48,0.83,1,1,0,False,True,False,False,False,True,True,False,True,False,False,False,0
39,115604,170466,587,88,3,4.96,60,0.37,0,0,0,True,False,False,False,False,False,True,False,False,False,False,True,0
64,84788,92437,731,112,2,21.38,48,0.78,0,1,1,True,False,False,False,False,False,False,False,True,False,False,False,0
63,47586,66085,842,46,3,7.37,24,0.53,0,1,1,False,True,False,False,False,False,False,False,False,False,True,False,0
30,140286,176239,666,71,3,20.46,48,0.56,0,0,0,False,False,True,False,False,True,False,True,True,False,False,False,0
42,38863,167649,780,38,1,21.25,24,0.49,0,1,0,False,True,False,False,False,True,True,False,False,False,False,True,0
43,77911,40718,613,105,1,23.86,24,0.34,0,1,0,True,False,False,False,False,False,False,True,True,False,False,False,0
67,99839,206533,523,62,1,21.4,60,0.14,0,1,0,True,False,False,True,False,False,False,False,True,False,False,False,0
44,109777,13545,458,75,1,21.77,12,0.69,0,1,1,True,False,False,False,True,False,False,False,True,False,False,False,0
55,51605,163168,469,79,3,11.44,48,0.59,0,0,1,False,False,False,False,True,False,True,False,True,False,False,False,0
40,45488,66843,601,26,2,20.65,48,0.24,1,1,0,False,False,True,True,False,False,False,True,False,False,False,False,0
19,25207,205731,717,24,3,2.44,48,0.63,0,0,0,True,False,False,True,False,False,False,True,False,False,False,True,0
68,138392,187270,420,56,3,16.48,24,0.51,1,1,0,False,False,True,False,False,True,False,True,False,True,False,False,0
40,71997,153370,739,90,4,2.33,36,0.28,1,1,0,False,False,True,False,True,False,False,True,False,True,False,False,0
56,79746,46668,432,75,4,4.12,60,0.43,0,1,0,False,False,False,False,False,False,False,False,False,False,False,True,0
26,85634,63420,756,3,4,24.34,48,0.27,1,1,1,False,False,True,False,False,False,False,False,False,False,False,True,0
65,107161,120956,476,93,3,22.35,24,0.19,0,0,1,True,False,False,False,True,False,False,True,False,False,False,True,0
48,54606,247928,760,51,1,22.32,48,0.55,0,0,0,False,True,False,True,False,False,False,False,False,False,False,True,0
23,124236,248462,718,36,1,14.4,48,0.55,1,1,1,True,False,False,False,True,False,False,True,True,False,False,False,0
51,84406,184391,701,46,2,17.29,24,0.48,1,1,0,True,False,False,False,False,True,False,True,True,False,False,False,0
69,71137,122827,801,37,1,3.96,36,0.53,1,0,1,True,False,False,False,False,True,True,False,False,True,False,False,0
22,59572,212895,334,62,1,3.04,12,0.87,0,1,0,False,False,True,False,False,False,False,False,False,False,False,False,0
38,52378,47778,516,90,3,16.67,48,0.56,1,1,0,False,False,True,False,False,True,False,True,False,False,False,False,0
19,57983,47259,811,116,2,18.44,60,0.17,0,1,1,False,False,False,False,False,True,False,False,False,True,False,False,0
69,68321,217302,620,47,4,12.5,60,0.82,1,1,0,False,False,False,False,True,False,False,True,False,False,False,True,0
44,120516,74659,491,60,3,9.13,48,0.34,1,1,0,False,True,False,False,False,False,False,True,False,False,False,True,0
44,40852,75448,824,3,3,12.08,24,0.78,1,0,0,False,False,True,False,False,False,False,False,False,False,False,False,0
39,62579,64655,474,33,1,8.59,36,0.26,1,0,0,False,False,False,False,False,True,False,True,False,False,False,True,0
50,137149,218980,435,103,3,12.36,48,0.11,1,0,1,False,False,True,False,True,False,False,True,False,False,False,False,0
44,60864,48935,808,77,3,18.72,12,0.87,0,0,0,False,False,False,False,False,True,False,True,False,False,False,False,0
52,55766,134579,422,117,4,12.07,36,0.12,1,0,0,False,False,True,True,False,False,False,False,False,False,False,False,0
41,128593,125079,630,116,1,4.09,60,0.31,1,0,0,False,True,False,True,False,False,False,False,False,True,False,False,0
56,96614,69749,390,77,1,18.3,12,0.46,1,1,0,True,False,False,False,False,False,False,False,True,False,False,False,0
63,16893,40887,490,25,4,2.78,12,0.52,0,0,1,True,False,False,False,True,False,False,False,False,False,False,True,0
54,72899,74461,548,57,1,21.76,24,0.9,0,1,1,False,False,True,False,True,False,False,False,False,False,False,True,0
22,28444,27839,848,13,1,18.83,12,0.7,1,1,1,False,False,False,True,False,False,False,False,False,False,False,True,0
28,48644,235771,784,90,2,7.2,12,0.44,1,0,1,False,False,True,False,False,False,False,False,False,False,False,False,0
23,36480,99690,753,44,3,17.07,48,0.8,1,0,0,True,False,False,True,False,False,False,False,False,False,True,False,0
35,43758,78367,497,43,2,23.64,12,0.65,0,1,1,True,False,False,False,True,False,False,True,True,False,False,False,0
42,24904,173560,594,14,1,12.53,12,0.77,0,0,1,True,False,False,False,False,True,True,False,False,False,True,False,0
59,96801,193702,491,79,4,23.67,24,0.46,0,0,0,False,False,False,False,False,False,False,True,True,False,False,False,0
42,21265,99282,335,72,1,14.0,48,0.72,0,1,1,False,True,False,False,False,False,False,True,True,False,False,False,0
39,44184,73751,837,111,2,7.98,36,0.16,1,0,1,False,True,False,True,False,False,True,False,False,False,False,False,0
63,132705,158459,849,40,2,7.34,36,0.81,0,0,0,False,True,False,True,False,False,True,False,False,False,True,False,0
26,56058,109619,668,115,1,22.48,36,0.24,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,0
55,149445,94445,365,67,1,24.38,60,0.69,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,0
24,46879,184285,552,79,2,6.84,24,0.38,1,0,1,True,False,False,False,False,False,True,False,False,False,False,False,0
58,65614,13182,329,3,3,21.82,24,0.24,1,0,0,False,False,False,False,False,True,False,False,False,False,True,False,0
43,36073,102755,754,91,3,18.11,48,0.58,0,1,0,False,False,False,False,True,False,False,False,False,False,False,True,0
26,129360,34795,478,60,1,16.87,24,0.35,1,0,0,False,False,True,False,True,False,True,False,False,False,False,True,0
31,81565,182537,378,104,2,2.43,36,0.57,1,1,0,False,True,False,False,False,True,False,False,False,False,False,True,0
49,145390,102102,384,92,1,7.8,60,0.68,1,0,0,False,False,False,False,False,False,True,False,False,False,False,True,0
31,87567,219677,736,0,4,19.41,12,0.11,1,0,1,False,False,False,True,False,False,False,True,False,False,True,False,0
59,76263,66449,550,40,4,5.82,60,0.58,1,0,1,False,False,False,False,False,True,False,True,False,False,False,True,0
60,97680,74449,578,59,4,18.97,48,0.55,1,0,0,False,False,False,True,False,False,False,True,False,False,False,True,0
59,115362,178069,383,49,2,5.93,60,0.19,1,1,1,False,False,False,True,False,False,False,False,False,False,False,True,0
44,84891,36847,737,40,1,14.33,36,0.83,0,1,0,False,True,False,False,False,True,False,False,False,False,False,False,0
48,142997,24675,364,5,4,13.24,48,0.4,1,0,1,False,True,False,False,False,False,False,True,False,False,False,True,0
44,135780,129998,635,104,2,21.4,12,0.4,0,0,1,True,False,False,False,True,False,True,False,False,False,True,False,0
43,119178,162686,408,109,2,6.64,24,0.81,1,1,0,False,False,False,False,True,False,True,False,True,False,False,False,0
21,80015,121288,337,13,3,8.38,48,0.87,0,1,1,True,False,False,False,False,True,False,False,False,True,False,False,0
55,61697,154390,426,7,2,16.26,60,0.84,0,0,1,False,True,False,False,False,True,False,True,False,False,True,False,0
34,50894,133464,760,4,4,17.97,24,0.51,0,0,1,False,False,True,False,False,True,True,False,False,True,False,False,0
51,56504,187653,315,115,1,9.72,60,0.42,1,1,1,False,False,True,False,True,False,False,True,False,True,False,False,0
35,104815,50413,591,78,3,11.36,60,0.85,1,1,0,False,False,False,False,False,False,False,True,False,False,False,True,0
38,73422,185348,846,29,2,24.55,12,0.88,0,1,1,False,True,False,False,True,False,False,True,False,False,False,False,0
42,67243,68539,793,32,4,2.83,60,0.67,1,1,1,False,False,True,True,False,False,False,True,False,True,False,False,0
55,139685,229008,677,85,2,4.28,48,0.78,1,1,0,False,True,False,False,True,False,False,True,True,False,False,False,0
39,28905,94537,458,88,4,3.03,60,0.8,0,0,1,True,False,False,False,True,False,False,False,False,False,True,False,0
40,85528,80840,462,32,1,23.22,12,0.66,0,1,1,False,True,False,False,False,False,False,True,False,False,False,True,0
25,47295,219846,725,101,1,17.78,12,0.14,0,0,1,False,True,False,False,False,True,False,False,False,False,False,False,0
49,63543,40198,555,97,3,20.48,48,0.85,1,1,1,False,True,False,True,False,False,False,True,False,False,True,False,0
41,37931,233396,742,76,3,22.69,48,0.59,1,0,0,False,False,True,False,False,False,False,False,False,False,False,True,0
66,129181,95913,348,101,4,15.11,60,0.81,0,0,1,False,False,False,False,False,False,True,False,True,False,False,False,0
19,74196,36658,505,113,2,11.59,60,0.72,1,0,0,False,True,False,True,False,False,False,False,False,True,False,False,0
61,142953,15100,629,55,2,8.38,24,0.59,1,0,0,False,False,False,True,False,False,False,True,True,False,False,False,0
46,53032,227207,802,107,2,6.25,60,0.67,1,1,0,False,False,True,True,False,False,False,True,False,False,False,True,0
68,33463,94923,828,65,3,18.66,12,0.68,0,1,0,False,True,False,True,False,False,False,True,False,False,False,False,0
28,123485,5443,459,46,3,10.82,36,0.53,1,1,1,False,True,False,False,False,False,True,False,False,True,False,False,0
40,41398,138759,815,111,1,19.02,36,0.38,0,0,0,False,False,True,True,False,False,False,True,True,False,False,False,0
45,38710,249539,725,8,2,5.77,48,0.67,0,1,0,False,False,True,False,False,False,False,False,True,False,False,False,0
19,113816,113207,436,93,1,4.45,36,0.34,0,0,0,False,False,False,False,True,False,False,False,False,False,True,False,0
62,27243,222509,422,95,4,7.5,12,0.45,0,1,0,False,False,False,False,True,False,False,True,False,False,False,True,0
40,84181,166553,703,71,2,13.52,24,0.13,1,0,1,False,False,True,False,False,True,False,False,False,True,False,False,0
52,70960,46488,548,58,4,24.82,12,0.8,0,1,1,False,False,False,False,True,False,True,False,False,False,True,False,0
41,71785,173519,749,107,4,4.08,60,0.31,1,1,1,False,False,False,True,False,False,False,False,True,False,False,False,0
63,119674,52374,418,37,1,16.97,60,0.43,1,0,0,False,True,False,True,False,False,False,True,False,False,False,True,0
64,119416,23940,545,60,4,2.29,48,0.73,1,1,0,False,True,False,False,True,False,False,True,False,True,False,False,0
58,43122,246030,801,12,2,19.9,60,0.59,1,0,0,True,False,False,False,False,False,False,True,False,False,False,False,0
47,57006,192343,627,11,1,19.87,48,0.8,1,0,0,True,False,False,True,False,False,False,False,False,False,False,True,0
39,70663,67404,790,54,1,4.62,36,0.25,0,0,0,False,False,True,False,True,False,False,False,False,False,True,False,0
65,35995,182141,409,59,1,5.62,36,0.71,0,1,0,False,True,False,False,False,True,False,False,False,False,False,True,0
48,22756,226962,803,9,4,6.33,24,0.75,1,0,0,False,True,False,False,False,False,False,True,True,False,False,False,0
51,36194,188926,792,63,2,22.47,48,0.34,0,1,0,False,False,True,False,False,False,False,False,False,False,True,False,0
39,51933,35476,773,57,1,6.16,12,0.15,0,0,0,False,True,False,True,False,False,False,False,False,False,False,False,0
42,123861,164766,708,50,2,24.73,12,0.31,1,0,1,False,False,False,False,False,True,False,True,True,False,False,False,0
64,72526,214074,766,12,2,15.11,60,0.86,1,1,0,True,False,False,False,False,False,False,False,False,False,False,True,0
39,46988,119598,674,2,1,10.72,60,0.56,1,0,0,False,False,True,False,False,True,False,True,False,False,True,False,0
44,55268,205283,805,34,4,13.05,48,0.74,0,0,0,False,False,False,False,False,True,False,True,False,False,True,False,0
44,129941,85219,469,71,2,21.98,60,0.85,1,1,1,False,False,False,False,False,True,False,True,True,False,False,False,0
53,19277,110320,610,101,2,19.27,12,0.83,0,1,0,False,False,False,False,False,False,True,False,False,False,True,False,0
25,119283,54070,687,52,1,7.95,60,0.69,0,1,1,False,False,True,False,False,False,False,True,False,False,False,False,0
58,144332,61272,762,70,4,21.51,36,0.38,1,0,0,False,False,False,False,True,False,False,False,False,False,True,False,0
19,19310,81718,816,77,3,16.37,12,0.21,1,1,1,False,False,False,False,False,True,True,False,False,True,False,False,0
20,118470,148590,650,44,2,13.98,12,0.62,0,0,1,False,True,False,False,True,False,True,False,False,True,False,False,0
59,58070,15849,759,35,3,20.83,36,0.36,0,0,1,False,False,True,False,False,False,False,True,False,False,False,True,0
61,106250,177780,678,14,2,13.57,36,0.75,0,0,0,False,False,True,False,False,True,False,False,False,False,False,True,0
68,108168,56329,825,88,2,15.52,36,0.72,1,1,0,True,False,False,True,False,False,True,False,False,False,False,False,0
65,128205,21301,309,118,2,21.44,24,0.38,1,1,1,False,False,True,True,False,False,False,False,False,False,True,False,0
65,116889,238305,790,24,4,19.53,24,0.75,0,1,0,False,False,True,False,False,True,True,False,False,False,False,False,0
23,76826,182535,773,105,3,17.48,36,0.51,0,0,0,False,False,True,False,True,False,False,False,False,False,False,False,0
57,28010,118046,529,13,4,21.04,48,0.44,0,1,1,True,False,False,True,False,False,True,False,False,False,False,True,0
69,87049,11274,347,63,4,16.46,60,0.75,0,0,1,True,False,False,False,False,False,True,False,False,False,True,False,0
50,41542,70483,688,78,3,6.35,60,0.71,1,0,0,False,True,False,True,False,False,False,True,False,False,False,False,0
21,23350,74749,802,118,4,18.89,36,0.62,1,1,0,False,True,False,True,False,False,False,True,False,False,False,True,0
36,117623,184019,606,87,1,8.89,36,0.2,1,1,1,True,False,False,False,False,True,False,False,False,False,False,True,0
38,47604,150357,316,51,1,3.24,12,0.81,0,0,1,False,True,False,False,False,False,False,False,False,False,False,False,0
20,123410,31447,642,43,4,3.9,48,0.58,0,1,1,False,False,False,False,True,False,True,False,False,False,False,False,0
24,100426,215691,436,77,1,19.45,60,0.15,1,0,0,False,True,False,False,True,False,False,False,False,False,False,False,0
56,147112,132835,806,36,1,17.89,36,0.87,1,1,1,False,False,True,True,False,False,False,False,False,True,False,False,0
34,81064,108945,754,83,1,4.55,60,0.82,1,0,0,False,True,False,False,False,True,False,False,False,False,False,True,0
35,70199,205817,639,108,1,3.03,36,0.76,1,1,1,True,False,False,False,False,True,True,False,False,False,True,False,0
32,52421,170891,340,70,4,8.23,36,0.7,1,1,0,False,False,True,False,True,False,False,False,False,True,False,False,0
61,27890,248658,404,27,2,2.48,48,0.15,1,1,0,False,True,False,False,False,False,True,False,False,True,False,False,0
46,58203,10199,641,55,4,8.75,36,0.13,0,1,0,False,False,True,False,True,False,True,False,False,True,False,False,0
51,31009,18556,675,17,4,15.21,60,0.86,1,0,1,True,False,False,False,False,True,False,True,False,False,False,True,0
20,77993,85356,488,21,2,13.02,36,0.43,0,1,0,False,False,True,False,True,False,True,False,False,False,False,True,0
28,119426,28688,433,104,2,12.8,12,0.41,1,0,1,True,False,False,False,False,False,True,False,False,False,False,True,0
58,105960,198328,576,19,3,12.13,48,0.33,1,1,0,False,False,False,False,True,False,True,False,False,False,False,False,0
33,78341,168369,550,86,2,9.98,24,0.81,1,0,0,False,True,False,False,False,True,False,False,False,False,False,False,0
33,16697,24255,794,82,1,20.42,60,0.89,1,1,0,False,True,False,False,False,True,True,False,True,False,False,False,0
49,88200,246603,816,47,2,19.36,48,0.6,0,0,0,False,False,False,False,False,False,True,False,False,False,True,False,0
24,137061,55661,402,119,3,4.44,60,0.71,1,0,0,False,False,False,False,False,True,True,False,False,False,False,False,0
26,78572,115105,656,16,2,23.15,60,0.15,0,0,0,False,False,False,False,True,False,False,False,True,False,False,False,0
66,44012,82672,613,43,2,18.31,36,0.4,0,1,0,False,False,True,False,True,False,False,False,False,False,True,False,0
51,108740,74594,700,43,3,5.36,12,0.28,0,1,0,False,False,False,False,False,False,True,False,False,True,False,False,0
64,89916,201116,679,39,3,3.83,48,0.9,1,0,0,True,False,False,True,False,False,True,False,False,False,False,False,0
60,22157,178783,333,34,2,10.88,48,0.73,1,1,1,False,True,False,False,False,False,False,False,False,False,True,False,0
59,16490,124929,411,86,3,14.54,60,0.7,1,1,0,False,False,False,False,False,False,False,True,False,True,False,False,0
27,97745,84770,802,13,4,16.66,36,0.62,0,0,1,False,False,False,True,False,False,True,False,False,False,True,False,0
56,16217,93363,828,42,4,9.54,60,0.2,1,0,1,False,False,False,False,True,False,False,True,False,False,False,True,0
59,63212,39834,439,10,2,22.94,12,0.81,1,1,1,False,False,True,False,False,False,False,False,False,True,False,False,0
40,28970,78808,444,78,1,16.91,36,0.6,0,1,1,False,True,False,False,True,False,False,False,False,False,True,False,0
19,92620,214980,561,101,3,21.72,36,0.69,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,0
67,15283,204509,613,33,2,20.02,60,0.19,1,1,0,False,False,True,False,True,False,False,True,False,False,False,False,0
49,125972,28253,501,108,3,14.51,12,0.24,0,0,1,True,False,False,False,False,True,True,False,False,True,False,False,0
48,123061,81440,702,116,1,13.19,12,0.75,1,0,1,False,True,False,False,True,False,False,True,False,True,False,False,0
